title,artist,date,word,language
Illusion ,ATEEZ,2019-06-10,태양,ko
Illusion ,ATEEZ,2019-06-10,보라색,ko
Illusion ,ATEEZ,2019-06-10,별,ko
Illusion ,ATEEZ,2019-06-10,꽃이,ko
Illusion ,ATEEZ,2019-06-10,춤춰,ko
Illusion ,ATEEZ,2019-06-10,노래는,ko
Illusion ,ATEEZ,2019-06-10,덤,ko
Illusion ,ATEEZ,2019-06-10,어디선가,ko
Illusion ,ATEEZ,2019-06-10,말을,ko
Illusion ,ATEEZ,2019-06-10,거네,ko
Illusion ,ATEEZ,2019-06-10,we,en
Illusion ,ATEEZ,2019-06-10,party,en
Illusion ,ATEEZ,2019-06-10,all,en
Illusion ,ATEEZ,2019-06-10,day,en
Illusion ,ATEEZ,2019-06-10,we,en
Illusion ,ATEEZ,2019-06-10,party,en
Illusion ,ATEEZ,2019-06-10,all,en
Illusion ,ATEEZ,2019-06-10,day,en
Illusion ,ATEEZ,2019-06-10,거짓말,ko
Illusion ,ATEEZ,2019-06-10,같아,ko
Illusion ,ATEEZ,2019-06-10,거짓말,ko
Illusion ,ATEEZ,2019-06-10,같은,ko
Illusion ,ATEEZ,2019-06-10,장관,ko
Illusion ,ATEEZ,2019-06-10,눈,ko
Illusion ,ATEEZ,2019-06-10,감았다,ko
Illusion ,ATEEZ,2019-06-10,떴다,ko
Illusion ,ATEEZ,2019-06-10,몇,ko
Illusion ,ATEEZ,2019-06-10,번을,ko
Illusion ,ATEEZ,2019-06-10,감았다,ko
Illusion ,ATEEZ,2019-06-10,떴다,ko
Illusion ,ATEEZ,2019-06-10,지금,ko
Illusion ,ATEEZ,2019-06-10,난,ko
Illusion ,ATEEZ,2019-06-10,마치,ko
Illusion ,ATEEZ,2019-06-10,콜럼버스,ko
Illusion ,ATEEZ,2019-06-10,이,ko
Illusion ,ATEEZ,2019-06-10,기분,ko
Illusion ,ATEEZ,2019-06-10,맞지,ko
Illusion ,ATEEZ,2019-06-10,반말하는,ko
Illusion ,ATEEZ,2019-06-10,개구리와,ko
Illusion ,ATEEZ,2019-06-10,거북이,ko
Illusion ,ATEEZ,2019-06-10,빨간색,ko
Illusion ,ATEEZ,2019-06-10,개나리,ko
Illusion ,ATEEZ,2019-06-10,해바라기,ko
Illusion ,ATEEZ,2019-06-10,저건,ko
Illusion ,ATEEZ,2019-06-10,뭐야,ko
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,꿈을,ko
Illusion ,ATEEZ,2019-06-10,꾸는듯해,ko
Illusion ,ATEEZ,2019-06-10,제발,ko
Illusion ,ATEEZ,2019-06-10,dont,en
Illusion ,ATEEZ,2019-06-10,wake,en
Illusion ,ATEEZ,2019-06-10,me,en
Illusion ,ATEEZ,2019-06-10,up,en
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,하루,ko
Illusion ,ATEEZ,2019-06-10,이틀,ko
Illusion ,ATEEZ,2019-06-10,사흘,ko
Illusion ,ATEEZ,2019-06-10,나흘,ko
Illusion ,ATEEZ,2019-06-10,오늘이,ko
Illusion ,ATEEZ,2019-06-10,며칠인지,ko
Illusion ,ATEEZ,2019-06-10,몰라,ko
Illusion ,ATEEZ,2019-06-10,나는,ko
Illusion ,ATEEZ,2019-06-10,지금,ko
Illusion ,ATEEZ,2019-06-10,어디,ko
Illusion ,ATEEZ,2019-06-10,너는,ko
Illusion ,ATEEZ,2019-06-10,누구,ko
Illusion ,ATEEZ,2019-06-10,처음,ko
Illusion ,ATEEZ,2019-06-10,느껴,ko
Illusion ,ATEEZ,2019-06-10,보는,ko
Illusion ,ATEEZ,2019-06-10,이런,ko
Illusion ,ATEEZ,2019-06-10,기분,ko
Illusion ,ATEEZ,2019-06-10,지금,ko
Illusion ,ATEEZ,2019-06-10,여긴,ko
Illusion ,ATEEZ,2019-06-10,많이,ko
Illusion ,ATEEZ,2019-06-10,paradise,en
Illusion ,ATEEZ,2019-06-10,모르겠고,ko
Illusion ,ATEEZ,2019-06-10,일단,ko
Illusion ,ATEEZ,2019-06-10,party,en
Illusion ,ATEEZ,2019-06-10,all,en
Illusion ,ATEEZ,2019-06-10,night,en
Illusion ,ATEEZ,2019-06-10,long,en
Illusion ,ATEEZ,2019-06-10,푸른빛,ko
Illusion ,ATEEZ,2019-06-10,태양,ko
Illusion ,ATEEZ,2019-06-10,보라색,ko
Illusion ,ATEEZ,2019-06-10,별,ko
Illusion ,ATEEZ,2019-06-10,let,en
Illusion ,ATEEZ,2019-06-10,me,en
Illusion ,ATEEZ,2019-06-10,free,en
Illusion ,ATEEZ,2019-06-10,꽃이,ko
Illusion ,ATEEZ,2019-06-10,춤춰,ko
Illusion ,ATEEZ,2019-06-10,노래는,ko
Illusion ,ATEEZ,2019-06-10,덤,ko
Illusion ,ATEEZ,2019-06-10,또,en
Illusion ,ATEEZ,2019-06-10,어디선가,ko
Illusion ,ATEEZ,2019-06-10,말을,ko
Illusion ,ATEEZ,2019-06-10,거네,ko
Illusion ,ATEEZ,2019-06-10,let,en
Illusion ,ATEEZ,2019-06-10,me,en
Illusion ,ATEEZ,2019-06-10,free,en
Illusion ,ATEEZ,2019-06-10,밤새도록,ko
Illusion ,ATEEZ,2019-06-10,어서,ko
Illusion ,ATEEZ,2019-06-10,party,en
Illusion ,ATEEZ,2019-06-10,all,en
Illusion ,ATEEZ,2019-06-10,night,en
Illusion ,ATEEZ,2019-06-10,long,en
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,a,en
Illusion ,ATEEZ,2019-06-10,날,ko
Illusion ,ATEEZ,2019-06-10,따라올래,ko
Illusion ,ATEEZ,2019-06-10,너,ko
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,a,en
Illusion ,ATEEZ,2019-06-10,날,ko
Illusion ,ATEEZ,2019-06-10,따라올래,ko
Illusion ,ATEEZ,2019-06-10,you,en
Illusion ,ATEEZ,2019-06-10,oh,en
Illusion ,ATEEZ,2019-06-10,a,en
Illusion ,ATEEZ,2019-06-10,해,ko
Illusion ,ATEEZ,2019-06-10,뜰,ko
Illusion ,ATEEZ,2019-06-10,때까지,ko
Illusion ,ATEEZ,2019-06-10,right,en
Illusion ,ATEEZ,2019-06-10,밤새도록,ko
Illusion ,ATEEZ,2019-06-10,어서,ko
Illusion ,ATEEZ,2019-06-10,party,en
Illusion ,ATEEZ,2019-06-10,all,en
Illusion ,ATEEZ,2019-06-10,night,en
Illusion ,ATEEZ,2019-06-10,long,en
Illusion ,ATEEZ,2019-06-10,천장엔,ko
Illusion ,ATEEZ,2019-06-10,별이,ko
Illusion ,ATEEZ,2019-06-10,보여,ko
Illusion ,ATEEZ,2019-06-10,어서,ko
Illusion ,ATEEZ,2019-06-10,올라타,ko
Illusion ,ATEEZ,2019-06-10,그,ko
Illusion ,ATEEZ,2019-06-10,위에,ko
Illusion ,ATEEZ,2019-06-10,빛을,ko
Illusion ,ATEEZ,2019-06-10,따라,ko
Illusion ,ATEEZ,2019-06-10,돌고,ko
Illusion ,ATEEZ,2019-06-10,돌아,ko
Illusion ,ATEEZ,2019-06-10,난,ko
Illusion ,ATEEZ,2019-06-10,아,ko
Illusion ,ATEEZ,2019-06-10,뜨거워,ko
Illusion ,ATEEZ,2019-06-10,난,ko
Illusion ,ATEEZ,2019-06-10,후끈,ko
Illusion ,ATEEZ,2019-06-10,달았네,ko
Illusion ,ATEEZ,2019-06-10,보랏빛,ko
Illusion ,ATEEZ,2019-06-10,paradigm,en
Illusion ,ATEEZ,2019-06-10,난,ko
Illusion ,ATEEZ,2019-06-10,따라,ko
Illusion ,ATEEZ,2019-06-10,들어왔네,ko
Illusion ,ATEEZ,2019-06-10,죽었다,ko
Illusion ,ATEEZ,2019-06-10,살았다,ko
Illusion ,ATEEZ,2019-06-10,반복해,ko
Illusion ,ATEEZ,2019-06-10,계속,ko
Illusion ,ATEEZ,2019-06-10,누구도,ko
Illusion ,ATEEZ,2019-06-10,억지로,ko
Illusion ,ATEEZ,2019-06-10,맞춰있진,ko
Illusion ,ATEEZ,2019-06-10,않지,ko
Illusion ,ATEEZ,2019-06-10,푸른빛,ko
Illusion ,ATEEZ,2019-06-10,태양,ko
Illusion ,ATEEZ,2019-06-10,아래서,ko
Illusion ,ATEEZ,2019-06-10,눈부셔,ko
Illusion ,ATEEZ,2019-06-10,눈부셔,ko
Illusion ,ATEEZ,2019-06-10,눈부셔,ko
